sample_id,category,text_prompt,text_answer_1,text_answer_2
47,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A white motorcycle on the left and a brown statue on the right.""? Choices: First, Second.
Answer: ",First.,First.
48,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A partially ripe and sunburned banana to the right of a hamburger sandwich.""? Choices: First, Second.
Answer: ",Second.,First.
49,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A book is at the bottom and an apple is at the top.""? Choices: First, Second.
Answer: ",First.,Second.
50,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A solitary cat located to the left of a colorful rug.""? Choices: First, Second.
Answer: ",First.,First.
51,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A pink boat on the right and a ram type animal on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
52,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A light bulb above a lamp.""? Choices: First, Second.
Answer: ",First.,Second.
53,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A seagull above a crab.""? Choices: First, Second.
Answer: ",First.,Second.
54,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A toy plane above a ball.""? Choices: First, Second.
Answer: ",First.,First.
55,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A plastic umbrella on the left and a luggage suitcase on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
56,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A mug at the bottom of a sofa, with an apple above it.""? Choices: First, Second.
Answer: ",First.,Second.
57,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A tuxedo cat on the right and a green bottle on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
58,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A laptop on the top and a backpack at the bottom.""? Choices: First, Second.
Answer: ",Second.,Second.
59,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A toy firetruck on the left and a toy helicopter on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
60,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A teddy bear is below a toy box.""? Choices: First, Second.
Answer: ",First.,First.
61,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A dog is below a bicycle.""? Choices: First, Second.
Answer: ",First.,First.
62,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A cat is situated on the bottom with a bird above it.""? Choices: First, Second.
Answer: ",First.,First.
63,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""An image showing a warning sign on the right and a construction cone on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
64,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A toy train on top of a wooden block.""? Choices: First, Second.
Answer: ",Second.,First.
65,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A black watch is above a wallet.""? Choices: First, Second.
Answer: ",First.,First.
66,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A striped red and white vase on the right and a yellow sign on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
67,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A homemade chocolate brownie on the left and a burger on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
68,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A monitor on the right and a keyboard on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
69,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A picture frame to the right of a green street clock.""? Choices: First, Second.
Answer: ",Second.,Second.
70,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A tablet on top of a clipboard.""? Choices: First, Second.
Answer: ",Second.,Second.
71,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A cat sitting on a windowsill and a plant pot on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
72,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A clock on the left and a calendar on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
73,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A brick stand below a leafy tree branch.""? Choices: First, Second.
Answer: ",First.,First.
74,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""An outdoor grill on the left and a parked motorbike on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
75,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A painting on the left and a lamp on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
76,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A small house on the left and a white pony on the right.""? Choices: First, Second.
Answer: ",First.,First.
77,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A grey and white dog to the left of a target sign.""? Choices: First, Second.
Answer: ",Second.,First.
78,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A square skull tattoo on the left arm and a watch on the right arm.""? Choices: First, Second.
Answer: ",Second.,Second.
79,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A mixer on the left and a blender on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
80,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A wooden bridge above a metal bridge.""? Choices: First, Second.
Answer: ",First.,Second.
81,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A broccoli below a meat dish.""? Choices: First, Second.
Answer: ",First.,Second.
82,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A flowerpot on the right and a dog on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
83,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A vase to the left and a painting to the right.""? Choices: First, Second.
Answer: ",First.,Second.
84,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A ripe red apple on the right and a small pasta dish on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
85,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A teddy bear is on the top while a ball is at the bottom.""? Choices: First, Second.
Answer: ",First.,First.
86,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A traffic cone on the left side of a car.""? Choices: First, Second.
Answer: ",First.,Second.
87,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A footed tub placed to the right of a large electronic device.""? Choices: First, Second.
Answer: ",Second.,Second.
88,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A grill to the right of a frying pan.""? Choices: First, Second.
Answer: ",Second.,Second.
89,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A boat on the left and a dock on the right.""? Choices: First, Second.
Answer: ",First.,Second.
90,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A pretty brown dog on the left and a black desk chair on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
91,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A sword on the left and a small commuter jet on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
92,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A blueberry muffin with a bite taken out of it placed to the left of a glass of orange juice.""? Choices: First, Second.
Answer: ",First.,First.
93,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A horse drawn cart to the left of a brown and white cow.""? Choices: First, Second.
Answer: ",First.,First.
94,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A radio-controlled model plane above a green street sign.""? Choices: First, Second.
Answer: ",Second.,Second.
95,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A white toilet on the left and a towel rack on the right.""? Choices: First, Second.
Answer: ",First.,First.
96,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A suitcase with a laptop on top.""? Choices: First, Second.
Answer: ",Second.,Second.
97,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A white door is to the left and a window is to the right.""? Choices: First, Second.
Answer: ",First.,First.
98,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A penguin standing to the left and a polar bear on the right.""? Choices: First, Second.
Answer: ",First.,Second.
99,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A metal building on the bottom and a stunt plane on the top.""? Choices: First, Second.
Answer: ",Second.,Second.
100,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A banana is above an apple.""? Choices: First, Second.
Answer: ",First.,Second.
101,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A cooler on the left and a grill on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
102,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A cone shaped vase above a toy frisbee.""? Choices: First, Second.
Answer: ",Second.,Second.
103,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A vase with flowers on the left and a silver bowl on the right.""? Choices: First, Second.
Answer: ",First.,Second.
104,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A white lamb on the left and a tan couch on the right.""? Choices: First, Second.
Answer: ",Second.,First.
105,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A vegetable style pizza on the right and a paper towel on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
106,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A bear-shaped honey jar on the right and a glass vase on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
107,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A fire hydrant on the left and a traffic cone on the right.""? Choices: First, Second.
Answer: ",First.,First.
108,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A blue container on the left of a yellow box.""? Choices: First, Second.
Answer: ",First.,Second.
109,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A backpack on the right and a water bottle on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
110,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A car is positioned on the bottom with a bus above it.""? Choices: First, Second.
Answer: ",First.,First.
111,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A sofa on the right and a television on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
112,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A white kitten on the right and a black kitten on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
113,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A mailbox with letters on the right and a small umbrella on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
114,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A car parked above a bicycle.""? Choices: First, Second.
Answer: ",First.,First.
115,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A traffic cone below a white parking meter.""? Choices: First, Second.
Answer: ",First.,Second.
116,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A black leather bag on the left and a red scarf on the right.""? Choices: First, Second.
Answer: ",First.,Second.
117,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A rotten banana peel below a food container.""? Choices: First, Second.
Answer: ",First.,First.
118,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A large soccer ball to the left of a grill.""? Choices: First, Second.
Answer: ",First.,First.
119,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A white bus on the left and a grind rail on the right.""? Choices: First, Second.
Answer: ",First.,Second.
120,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A school bus is to the right of a pedestrian crossing sign.""? Choices: First, Second.
Answer: ",Second.,First.
121,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A juicer machine on the bottom and a birthday cake on the top.""? Choices: First, Second.
Answer: ",Second.,Second.
122,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A vase to the left and a plant to the right of a window.""? Choices: First, Second.
Answer: ",Second.,Second.
123,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A fresh banana at the top and a monkey at the bottom.""? Choices: First, Second.
Answer: ",Second.,Second.
124,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A pink ball on the left and a silver suitcase on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
125,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A camera below a microphone.""? Choices: First, Second.
Answer: ",Second.,Second.
126,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A frog is below a fish.""? Choices: First, Second.
Answer: ",First.,First.
127,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A work table in the middle and a foldable bike on the right side.""? Choices: First, Second.
Answer: ",Second.,Second.
128,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A small refrigerator freezer on the right and a brightly colored commuter bus on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
129,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A person is below a bird.""? Choices: First, Second.
Answer: ",First.,First.
130,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A tie-dyed bag on the right and a laptop on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
131,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A ceramic pot on the right and a potted plant on the left.""? Choices: First, Second.
Answer: ",First.,Second.
132,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A sunflower is below a rose.""? Choices: First, Second.
Answer: ",First.,First.
133,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A suitcase on the top and a ticket machine below.""? Choices: First, Second.
Answer: ",Second.,Second.
134,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A red sports car parked to the left of a blue sedan.""? Choices: First, Second.
Answer: ",Second.,First.
135,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A golden bus on the right and a taxi on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
136,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A candlestick holder on the left and a vase on the right.""? Choices: First, Second.
Answer: ",First.,First.
137,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A pink bean bag on the left and a beagle puppy on the right.""? Choices: First, Second.
Answer: ",First.,Second.
138,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A screen on the right of a sunflower.""? Choices: First, Second.
Answer: ",Second.,Second.
139,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A motorbike to the left and a yellow van to the right.""? Choices: First, Second.
Answer: ",First.,Second.
140,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A traffic light on the top and a stop sign on the bottom.""? Choices: First, Second.
Answer: ",First.,First.
141,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A bath towel on the right side of a toilet.""? Choices: First, Second.
Answer: ",Second.,Second.
142,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A white plate above a cat.""? Choices: First, Second.
Answer: ",First.,First.
143,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A painting on the top and a lamp on the bottom.""? Choices: First, Second.
Answer: ",Second.,Second.
144,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A television is below a sofa.""? Choices: First, Second.
Answer: ",First.,Second.
145,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A motorcycle on the top and a truck on the bottom.""? Choices: First, Second.
Answer: ",First.,Second.
146,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""An adorable cat lying down below a small pomeranian dog.""? Choices: First, Second.
Answer: ",First.,Second.
147,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A fancy clock on the bottom and an elegant mirror on the top.""? Choices: First, Second.
Answer: ",Second.,Second.
148,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""An elephant toy on top of a wooden box.""? Choices: First, Second.
Answer: ",First.,First.
149,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A bicycle to the left of a boy.""? Choices: First, Second.
Answer: ",First.,First.
150,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A lamp on the left of a mirror.""? Choices: First, Second.
Answer: ",First.,First.
151,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A water bottle on the left and a plastic cup on the right.""? Choices: First, Second.
Answer: ",First.,First.
152,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A trash can on the left and a bench on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
153,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A book bag on the right, a notebook on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
154,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A dog on the right of a fire hydrant.""? Choices: First, Second.
Answer: ",Second.,Second.
155,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A colorful bike is on the top and a cat bed is on the bottom.""? Choices: First, Second.
Answer: ",First.,First.
156,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A bug below a leaf.""? Choices: First, Second.
Answer: ",First.,First.
157,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A dog is at the bottom with a fire hydrant above it.""? Choices: First, Second.
Answer: ",First.,Second.
158,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A firefighter helmet on the top and a fire extinguisher at the bottom.""? Choices: First, Second.
Answer: ",Second.,Second.
159,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A helicopter on the right and a jeep on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
160,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A toy vehicle to the left of a clock.""? Choices: First, Second.
Answer: ",First.,First.
161,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A laptop is closed next to a notebook.""? Choices: First, Second.
Answer: ",First.,First.
162,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A book is on the bottom and a mug above it.""? Choices: First, Second.
Answer: ",First.,Second.
163,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A big teddy bear on the right and a vase on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
164,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A flat screen on the bottom and an open colorful umbrella on the top.""? Choices: First, Second.
Answer: ",Second.,Second.
165,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A backpack is below a jacket.""? Choices: First, Second.
Answer: ",Second.,Second.
166,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A cat is above a turtle.""? Choices: First, Second.
Answer: ",First.,First.
167,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A vase is on top of a cabinet with a painting below it.""? Choices: First, Second.
Answer: ",First.,Second.
168,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A motorcycle parked to the left of a silver sports car.""? Choices: First, Second.
Answer: ",First.,First.
169,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A bird is in the bottom with a kite above it.""? Choices: First, Second.
Answer: ",First.,First.
170,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A flatbread on the right and a baking dish on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
171,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A cat is below a horse.""? Choices: First, Second.
Answer: ",First.,First.
172,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A blue tourist bus on the left side of a very big city clock.""? Choices: First, Second.
Answer: ",First.,First.
173,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A large green bus on the left and a green chain-link fence on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
174,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A hand towel is to the right of a soap dispenser.""? Choices: First, Second.
Answer: ",Second.,Second.
175,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A blue beautiful motorbike to the right of a saturn car.""? Choices: First, Second.
Answer: ",Second.,Second.
176,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""An ornamental standing clock on the right and a fire hydrant stand on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
177,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A grown elephant above a house.""? Choices: First, Second.
Answer: ",Second.,Second.
178,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A yellow tray on the top and a watermelon wedge on the bottom.""? Choices: First, Second.
Answer: ",Second.,Second.
179,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A smartphone on the left and a tablet on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
180,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A sign on the left and a patio table on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
181,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A cat is at the bottom under a bird.""? Choices: First, Second.
Answer: ",First.,First.
182,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A guitar above a drum.""? Choices: First, Second.
Answer: ",First.,First.
183,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A fish on the bottom with a crab on top.""? Choices: First, Second.
Answer: ",Second.,Second.
184,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A large bear statue on the left and a cafe booth on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
185,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A small blue bird on the left and a small green bush on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
186,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A white and black plane on the top and a pink umbrella on the bottom.""? Choices: First, Second.
Answer: ",First.,First.
187,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A water cooler on the right and a small white poodle on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
188,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A road sign on the left and a streetcar on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
189,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A white cat perched above a black dog.""? Choices: First, Second.
Answer: ",First.,Second.
190,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A long-haired cat on the left and a ball of yarn on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
191,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A sunflower on the left and a rose on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
192,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A bird on the bottom and a squirrel on the top.""? Choices: First, Second.
Answer: ",Second.,Second.
193,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A teal coffee mug to the right of a recipe book.""? Choices: First, Second.
Answer: ",Second.,Second.
194,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A happy yellow lab on the left and a fire hydrant on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
195,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A helicopter on the top and a car on the bottom.""? Choices: First, Second.
Answer: ",First.,Second.
196,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A green tree on the left and a red stop sign on the right.""? Choices: First, Second.
Answer: ",First.,First.
197,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A dog is under a skateboard.""? Choices: First, Second.
Answer: ",First.,Second.
198,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A fruit bowl at the top and a teapot at the bottom.""? Choices: First, Second.
Answer: ",Second.,Second.
199,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A teddy bear placed above a fire hydrant.""? Choices: First, Second.
Answer: ",First.,First.
200,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A helmet hanging above a shovel.""? Choices: First, Second.
Answer: ",First.,Second.
201,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A black love seat to the right of a jeep car.""? Choices: First, Second.
Answer: ",Second.,Second.
202,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A guitar is below a keyboard.""? Choices: First, Second.
Answer: ",Second.,Second.
203,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A red trolley on the left and a black taxi on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
204,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A construction cone on the left and a barrel on the right.""? Choices: First, Second.
Answer: ",First.,Second.
205,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A helicopter to the left of a hot air balloon.""? Choices: First, Second.
Answer: ",First.,First.
206,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A red miniature train engine on the left and a black miniature train engine on the right.""? Choices: First, Second.
Answer: ",Second.,First.
207,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A tray of pancakes is to the left of a mug.""? Choices: First, Second.
Answer: ",First.,First.
208,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A beautiful white and black bird on the right and a lone blue flower on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
209,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A large brown horse on the right and a bedroom bed on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
210,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A laptop is below a cat.""? Choices: First, Second.
Answer: ",First.,First.
211,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A mouse is under a shoe.""? Choices: First, Second.
Answer: ",First.,First.
212,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A white robot on the left and a toolbox on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
213,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""The leather bag lying below the paper heart.""? Choices: First, Second.
Answer: ",First.,Second.
214,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A bowl on the bottom with a mug on the top.""? Choices: First, Second.
Answer: ",First.,Second.
215,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A black terrier in front of a fire hydrant.""? Choices: First, Second.
Answer: ",Second.,Second.
216,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A bench on the right and a walkway on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
217,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A fish is above a plant.""? Choices: First, Second.
Answer: ",First.,First.
218,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A fire hydrant to the left of a bicycle.""? Choices: First, Second.
Answer: ",First.,First.
219,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A teddy bear is at the top while a pillow is at the bottom.""? Choices: First, Second.
Answer: ",Second.,First.
220,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A pillow in front of a square shaped vase.""? Choices: First, Second.
Answer: ",First.,Second.
221,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A toy car is on the bottom with a toy train on the top.""? Choices: First, Second.
Answer: ",First.,Second.
222,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A radio on the left and a globe on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
223,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A toy teddy bear to the left of an empty black suitcase.""? Choices: First, Second.
Answer: ",First.,First.
224,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A chicken on the left and a laptop on the right.""? Choices: First, Second.
Answer: ",First.,Second.
225,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A bed is below a window.""? Choices: First, Second.
Answer: ",Second.,Second.
226,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A book is below a toy.""? Choices: First, Second.
Answer: ",First.,First.
227,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A book below a flower.""? Choices: First, Second.
Answer: ",First.,First.
228,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A peach on the left and a stuffed dog plush on the right.""? Choices: First, Second.
Answer: ",Second.,Second.
229,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A fire hydrant on the top and a manhole cover on the bottom.""? Choices: First, Second.
Answer: ",First.,First.
230,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A police motorcycle on the right and a patrol car on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
231,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A red two-decker bus on the right and a bus stop sign on the left.""? Choices: First, Second.
Answer: ",Second.,Second.
232,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A turned wooden bowl above a napkin.""? Choices: First, Second.
Answer: ",First.,First.
233,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A blue bicycle on the left and a black mail box on the right.""? Choices: First, Second.
Answer: ",First.,Second.
234,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A teddy bear to the right of a laptop.""? Choices: First, Second.
Answer: ",Second.,Second.
235,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A red bird is situated on the bottom, with a blue bird positioned above it.""? Choices: First, Second.
Answer: ",First.,Second.
236,relation,"You are given two images.<image> <image> Which image better aligns with the description: ""A small dark jug is placed to the left of a fish bowl.""? Choices: First, Second.
Answer: ",First.,First.
